Rank,Company,Ticker,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenue,RevenuePercentChange,Profits_M,ProfitsPercentChange,Assets_M,CEO,Country,HeadquartersCity,HeadquartersState,CompanyType
872,Federated Mutual Insurance,,Financials,Insurance: Property and Casualty (Mutual),yes,no,no,yes,40,no,no,no,2922,,"$3,099 ",8.4,422.8,3.6,12190,Nicholas R. Lower,U.S.,Owatonna,Minnesota,Private
873,G-III Apparel Group,GIII,Apparel,Apparel,yes,no,no,no,-8,no,no,no,4050,1317.6,"$3,098 ",-4,176.2,,2681.2,Morris Goldfarb,U.S.,New York,New York,Public
874,Vontier,VNT,Technology,"Electronics, Electrical Equip.",yes,no,no,no,-4,no,no,no,8000,6980.9,"$3,095 ",-2.8,376.9,-6.1,4294,Mark D. Morelli,U.S.,Raleigh,North Carolina,Public
875,Matson,MATX,Transportation,Shipping,yes,no,no,yes,-163,no,no,no,4315,3876.4,"$3,095 ",-28.7,297.1,-72.1,4294.6,Matthew J. Cox,U.S.,Honolulu,Hawaii,Public
876,Kirby,KEX,Transportation,Shipping,yes,no,no,yes,48,no,no,no,5450,5573.5,"$3,092 ",11,222.9,82.3,5722.2,David W. Grzebinski,U.S.,Houston,Texas,Public
877,Kaiser Aluminum,KALU,Materials,Metals,yes,no,no,no,-47,no,no,no,4000,1431.2,"$3,087,000 ",-9.9,47.2,,2267.4,Keith A. Harvey,U.S.,Franklin,Tennessee,Public
878,Vista Outdoor,VSTO,Business Services,"Toys, Sporting Goods",no,no,no,yes,7,no,no,no,7000,1906.1,"$3,080 ",1.2,-9.7,-102.1,2798.9,Jason  Vanderbrink /Eric  Nyman,U.S.,Anoka,Minnesota,Public
879,Designer Brands,DBI,Retailing,Specialty Retailers: Apparel,yes,no,no,no,-30,no,no,no,14000,625.6,"$3,075,000 ",-7.3,29.1,-82.1,2076.2,Douglas M. Howe,U.S.,Columbus,Ohio,Public
880,Rollins,ROL,Business Services,Diversified Outsourcing Services,yes,no,no,yes,66,no,no,no,19031,22419.4,"$3,073 ",14,435,18,2595.5,Jerry E. Gahlhoff Jr.,U.S.,Atlanta,Georgia,Public
881,Advanced Drainage Systems,WMS,Materials,"Building Materials, Glass",yes,no,no,yes,49,no,no,no,5870,13368.7,"$3,071 ",10.9,507.1,86.9,2901.1,D. Scott Barbour,U.S.,Hilliard,Ohio,Public
882,Cinemark Holdings,CNK,Media,Entertainment,yes,no,no,yes,111,no,no,no,17888,2188.3,"$3,067 ",24.9,188.2,,4836.8,Sean Gamble,U.S.,Plano,Texas,Public
883,CrowdStrike,CRWD,Technology,Computer Software,yes,yes,no,yes,0,no,no,yes,7925,77540.7,"$3,056 ",36.3,89.3,,6646.5,George R. Kurtz,U.S.,Austin,Texas,Public
884,Pinterest,PINS,Technology,Internet Services and Retailing,no,no,no,yes,33,no,no,no,4014,23540.4,"$3,055 ",9,-35.6,,3594.4,William J. Ready,U.S.,San Francisco,California,Public
885,Instacart,CART,Retailing,Internet Services and Retailing,no,no,yes,no,0,no,no,no,3380,9937.7,"$3,042,000 ",19.2,-1622,-479,4727,Fidji Simo,U.S.,San Francisco,California,Public
886,Hillenbrand,HI,Industrials,Industrial Machinery,yes,no,yes,no,16,no,no,no,10400,3527.9,"$3,040 ",3.4,569.7,172.7,5547.7,Kimberly K. Ryan,U.S.,Batesville,Indiana,Public
887,Allison Transmission Holdings,ALSN,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,44,no,no,no,3700,7110.6,"$3,035,000 ",9.6,673,26.7,5025,David S. Graziosi,U.S.,Indianapolis,Indiana,Public
888,RH,RH,Retailing,Specialty Retailers: Other,yes,no,no,no,-86,no,no,no,5645,6378.6,"$3,029 ",-15.6,127.6,-75.9,4143.9,Gary G. Friedman,U.S.,Corte Madera,California,Public
889,Brookdale Senior Living,BKD,Health Care,Health Care: Medical Facilities,no,no,yes,no,24,no,no,no,30600,1251.5,"$3,016 ",6.7,-189,,5573.4,Lucinda M. Baier,U.S.,Brentwood,Tennessee,Public
890,QuidelOrtho,QDEL,Health Care,Medical Products and Equipment,no,no,no,yes,-31,no,no,no,7100,3204.8,"$2,998 ",-8.2,-10.1,-101.8,8563.1,Brian J. Blaser,U.S.,San Diego,California,Public
891,Trinity Industries,TRN,Transportation,Transportation Equipment,yes,no,yes,yes,0,no,no,no,9480,2279.8,"$2,983 ",50.9,106,76.4,8906.5,E. Jean Savage,U.S.,Dallas,Texas,Public
892,Teleflex,TFX,Health Care,Medical Products and Equipment,yes,no,no,no,29,no,no,no,14500,10642.8,"$2,975 ",6.6,356.3,-1.9,7532.5,Liam J. Kelly,U.S.,Wayne,Pennsylvania,Public
893,HEICO,HEI,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,0,no,no,no,9600,23341.3,"$2,968 ",34.4,403.6,14.8,7195.1,Laurans A. Mendelson,U.S.,Hollywood,Florida,Public
894,Bruker,BRKR,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,yes,86,no,no,no,9707,12932.8,"$2,965 ",17.1,427.2,44,4249.9,Frank H. Laukien,U.S.,Billerica,Massachusetts,Public
895,Carlyle Group,CG,Financials,Securities,no,no,no,yes,-195,no,no,no,2200,16986.8,"$2,964 ",-33.2,-608.4,-149.7,21176,Harvey M. Schwartz,U.S.,Washington,District Of Columbia,Public
896,Energizer Holdings,ENR,Household Products,Household and Personal Products,yes,no,no,no,-12,no,no,no,5080,2113.3,"$2,960 ",-3,140.5,,4509.6,Mark S. LaVigne,U.S.,St. Louis,Missouri,Public
897,Quad/Graphics,QUAD,Media,"Publishing, Printing",no,no,no,no,-31,no,no,no,13150,277.6,"$2,958 ",-8.1,-55.4,-695.7,1509.7,J. Joel Quadracci,U.S.,Sussex,Wisconsin,Public
898,Rackspace Technology,RXT,Technology,Internet Services and Retailing,no,no,no,no,-21,no,no,no,5800,347.2,"$2,957 ",-5.3,-837.8,,4096.2,Amar Maletira,U.S.,San Antonio,Texas,Public
899,Waters,WAT,Technology,"Scientific,Photographic and  Control Equipment",yes,no,no,no,-2,no,no,no,7900,20379.3,"$2,956 ",-0.5,642.2,-9.3,4626.9,Udit Batra,U.S.,Milford,Massachusetts,Public
900,West Pharmaceutical Services,WST,Health Care,Medical Products and Equipment,yes,no,no,no,8,no,no,no,10600,28968.1,"$2,950 ",2.2,593.4,1.3,3829.5,Eric M. Green,U.S.,Exton,Pennsylvania,Public
901,Carter's,CRI,Apparel,Apparel,yes,no,no,no,-34,no,no,no,15230,3089.2,"$2,946 ",-8.3,232.5,-7,2378.6,Michael D. Casey,U.S.,Atlanta,Georgia,Public
902,NeueHealth,NEUE,Health Care,Health Care: Insurance and Managed Care,no,no,no,no,-355,no,no,no,1252,52.4,"$2,938 ",-53.9,-1151.5,,1225.5,G. Mike Mikan,U.S.,Doral,Florida,Public
903,SkyWest,SKYW,Transportation,Airlines,yes,no,no,no,-9,no,no,no,12296,2788.3,"$2,935 ",-2.3,34.3,-52.9,7026.3,Russell A. Childs,U.S.,St. George,Utah,Public
904,Acadia Healthcare,ACHC,Health Care,Health Care: Medical Facilities,no,no,no,yes,58,no,no,no,20250,7322.1,"$2,929 ",12.2,-21.7,-107.9,5358.8,Christopher H. Hunter,U.S.,Franklin,Tennessee,Public
905,Revvity,RVTY,Health Care,Medical Products and Equipment,yes,no,no,no,-223,no,no,no,11500,12970.1,"$2,927 ",-36.5,693.1,21.8,13564.7,Prahlad R. Singh,U.S.,Waltham,Massachusetts,Public
906,Portland General Electric,POR,Energy,Utilities: Gas and Electric,yes,no,yes,no,46,no,no,no,2842,4251.3,"$2,923,000 ",10.4,228,-2.1,11208,Maria M. Pope,U.S.,Portland,Oregon,Public
907,Woodward,WWD,Aerospace & Defense,Aerospace & Defense,yes,no,no,yes,0,no,no,no,8800,9293.2,"$2,915 ",22.3,232.4,35.3,4010.2,Charles Blankenship Jr.,U.S.,Fort Collins,Colorado,Public
908,TEGNA,TGNA,Media,Entertainment,yes,no,no,no,-52,no,no,no,6200,2631,"$2,911 ",-11.2,476.7,-24.4,7000.1,Michael Steib,U.S.,Tysons,Virginia,Public
909,Sabre,SABR,Retailing,Internet Services and Retailing,no,no,no,no,70,no,no,no,6232,918.4,"$2,908 ",14.6,-527.6,,4672.2,Kurt J. Ekert,U.S.,Southlake,Texas,Public
910,Light & Wonder,LNW,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,0,no,no,no,6500,9170.7,"$2,902,000 ",0.7,163,-95.6,5552,Matthew R. Wilson,U.S.,Las Vegas,Nevada,Public
911,Vail Resorts,MTN,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,yes,yes,70,no,no,no,32100,8460.4,"$2,889 ",14.4,268.1,-22.9,5947.8,Kirsten A. Lynch,U.S.,Broomfield,Colorado,Public
912,Radius Recycling,RDUS,Materials,Metals,no,no,yes,no,-88,no,no,no,3353,588.7,"$2,882 ",-17.3,-25.8,-115.3,1715.9,Tamara L. Lundgren,U.S.,Portland,Oregon,Public
913,PennyMac Financial Services,PFSI,Financials,Diversified Financials,yes,no,no,no,52,no,no,no,3914,4593.5,"$2,882 ",10.9,144.7,-69.6,18844.6,David A. Spector,U.S.,Westlake Village,California,Public
914,Saia,SAIA,Transportation,"Trucking, Truck Leasing",yes,no,no,yes,6,no,no,no,14000,15554,"$2,881 ",3.2,354.9,-0.7,2583.6,Frederick J. Holzgrefe III,U.S.,Johns Creek,Georgia,Public
915,Equity Residential,EQR,Financials,Real estate,yes,no,no,no,21,no,no,no,2400,23953.6,"$2,874,000 ",5.1,835.4,7.5,20034.6,Mark J. Parrell,U.S.,Chicago,Illinois,Public
916,Helmerich & Payne,HP,Energy,"Oil and Gas Equipment, Services",yes,no,no,no,0,no,no,no,7100,4156.6,"$2,872 ",39.5,434.1,6143.3,4382,John W. Lindsay,U.S.,Tulsa,Oklahoma,Public
917,Korn Ferry,KFY,Business Services,Diversified Outsourcing Services,yes,no,no,no,36,no,no,no,10697,3431.4,"$2,864 ",8.3,209.5,-35.8,3574.4,Gary D. Burnison,U.S.,Los Angeles,California,Public
918,PC Connection,CNXN,Wholesalers,Wholesalers: Electronics and Office Equipment,yes,no,no,yes,-42,no,no,no,2703,1738.1,"$2,851 ",-8.8,83.3,-6.7,1188.4,Timothy J. McGrath,U.S.,Merrimack,New Hampshire,Public
919,Curtiss-Wright,CW,Aerospace & Defense,Aerospace & Defense,yes,no,yes,yes,56,no,no,no,8600,9797.4,"$2,845 ",11.3,354.5,20.4,4621,Lynn M. Bamford,U.S.,Davidson,North Carolina,Public
920,SLM,SLM,Financials,Diversified Financials,yes,no,no,yes,0,no,no,no,1740,4801.4,"$2,839 ",20,581.4,24,29169.5,Jonathan W. Witter,U.S.,Newark,Delaware,Public
921,Benchmark Electronics,BHE,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,-12,no,no,no,12703,1073.6,"$2,839,000 ",-1.6,64.3,-5.7,2274.8,Jeffrey W. Benck,U.S.,Tempe,Arizona,Public
922,American National Group,AEL,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,0,no,no,no,1020,4463.9,"$2,836,000 ",100.4,210.5,-82.8,79918.3,Anant Bhalla,U.S.,West Des Moines,Iowa,Private
923,Pure Storage,PSTG,Technology,"Computers, Office Equipment",yes,no,no,yes,10,no,no,no,5600,16892.1,"$2,831 ",2.8,61.3,-16.1,3655.8,Charles H. Giancarlo,U.S.,Santa Clara,California,Public
924,Knife River,KNF,Materials,"Building Materials, Glass",yes,no,no,no,0,no,no,no,4389,4589.9,"$2,830 ",,182.9,,2599.8,Brian R. Gray,U.S.,Bismarck,North Dakota,Public
925,Caleres,CAL,Retailing,Specialty Retailers: Apparel,yes,no,no,no,-25,no,no,no,7150,1456.7,"$2,817 ",-5.1,171.4,-5.7,1804.7,John W. Schmidt,U.S.,St. Louis,Missouri,Public
926,BrightView Holdings,BV,Business Services,Diversified Outsourcing Services,no,no,no,no,1,no,no,no,20700,1123.4,"$2,816,000 ",1.5,-7.7,-155,3352.2,Dale A. Asplund,U.S.,Blue Bell,Pennsylvania,Public
927,Cooper-Standard Holdings,CPS,Motor Vehicles & Parts,Motor Vehicles & Parts,no,no,no,no,55,no,no,no,21500,284.8,"$2,816 ",11.5,-202,,1872.3,Jeffrey S. Edwards,U.S.,Northville,Michigan,Public
928,Primerica,PRI,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,12,no,no,no,3150,8777.3,"$2,816 ",3.5,576.6,54.6,15027.7,Glenn J. Williams,U.S.,Duluth,Georgia,Public
929,F5,FFIV,Technology,Network and Other Communications Equipment,yes,no,no,no,16,no,no,no,6492,11149.1,"$2,813 ",4.4,394.9,22.6,5248.3,Fran?ois Locoh-Donou,U.S.,Seattle,Washington,Public
930,Matador Resources,MTDR,Energy,"Mining, Crude-Oil Production",yes,yes,no,yes,-48,no,no,no,395,8331.6,"$2,807 ",-8.2,846.1,-30.3,7727,Joseph Wm. Foran,U.S.,Dallas,Texas,Public
931,Snowflake,SNOW,Technology,Internet Services and Retailing,no,no,no,yes,0,no,no,no,7004,54006.7,"$2,807 ",35.9,-836.1,,8223.4,Sridhar Ramaswamy,U.S.,Bozeman,Montana,Public
932,Viasat,VSAT,Technology,Network and Other Communications Equipment,yes,yes,no,no,-9,no,no,no,6800,2267,"$2,803 ",0.6,1084.8,,7730.3,Mark D. Dankberg,U.S.,Carlsbad,California,Public
933,California Resources,CRC,Energy,"Mining, Crude-Oil Production",yes,no,no,no,9,no,no,no,970,3788.8,"$2,801,000 ",3.5,564,7.6,3998,Francisco J. Leon,U.S.,Long Beach,California,Public
934,Peloton Interactive,PTON,"Hotels, Restaurants & Leisure","Toys, Sporting Goods",no,no,yes,no,-131,no,no,no,3541,1572,"$2,800 ",-21.8,-1261.7,,2769.1,Karen Boone/Christopher Bruzzo,U.S.,New York,New York,Public
935,Roblox,RBLX,Media,Entertainment,no,yes,no,yes,0,no,no,no,2457,24115.9,"$2,799 ",25.8,-1151.9,,6168.1,David Baszucki,U.S.,San Mateo,California,Public
936,Installed Building Products,IBP,Engineering & Construction,Homebuilders,yes,no,no,yes,14,no,no,no,10600,7339.2,"$2,779 ",4.1,243.7,9.1,1981.3,Jeffrey W. Edwards,U.S.,Columbus,Ohio,Public
937,First National of Nebraska,FINN,Financials,Commercial Banks,yes,no,no,no,0,no,no,no,4799,3265.1,"$2,778 ",40.6,227.4,-29.5,31285.9,Clarkson D. Lauritzen,U.S.,Omaha,Nebraska,Public
938,Guess,GES,Retailing,Specialty Retailers: Apparel,yes,no,no,no,10,no,no,no,12000,1689.9,"$2,777 ",3.3,198.2,32.5,2590,Carlos E. Alberini,U.S.,Los Angeles,California,Public
939,ESAB,ESAB,Industrials,Industrial Machinery,yes,no,no,no,28,no,no,no,9000,6671.5,"$2,775 ",7,205.3,-8.3,3828.6,Shyam P. Kambeyanda,U.S.,North Bethesda,Maryland,Public
940,Amica Mutual Insurance,,Financials,Insurance: Property and Casualty (Mutual),no,no,no,yes,23,no,no,no,3597,,"$2,773 ",6.6,-218.4,,6668,Edmiund Shallcross III,U.S.,Lincoln,Rhode Island,Private
941,AvalonBay Communities,AVB,Financials,Real estate,yes,no,no,yes,27,no,no,no,3009,26383.6,"$2,768 ",6.7,928.8,-18.3,20678.2,Benjamin W. Schall,U.S.,Arlington,Virginia,Public
942,DocuSign,DOCU,Technology,Computer Software,yes,no,no,no,41,no,no,no,6840,12232.5,"$2,762 ",9.8,74,,2971.3,Allan C. Thygesen,U.S.,San Francisco,California,Public
943,Titan Machinery,TITN,Retailing,Specialty Retailers: Other,yes,no,no,yes,0,no,no,no,3471,566.9,"$2,758 ",24.9,112.4,10.4,1992.3,Bryan J. Knutson,U.S.,West Fargo,North Dakota,Public
944,ModivCare,MODV,Health Care,Health Care: Pharmacy and Other Services,no,no,no,yes,41,no,no,no,21200,332.9,"$2,756 ",9.7,-204.5,,1767.3,L. Heath Sampson,U.S.,Denver,Colorado,Public
945,Hovnanian Enterprises,HOV,Engineering & Construction,Homebuilders,yes,no,no,no,-42,no,no,no,1715,956.7,"$2,756,000 ",-5.7,205.9,-8.7,2492.9,Ara K. Hovnanian,U.S.,Matawan,New Jersey,Public
946,Etsy,ETSY,Retailing,Internet Services and Retailing,yes,no,no,no,26,no,no,no,2420,8142.8,"$2,748 ",7.1,307.6,,2685.4,Joshua G. Silverman,U.S.,Brooklyn,New York,Public
947,Adams Resources & Energy,AE,Energy,Petroleum Refining,yes,no,no,no,-111,no,no,no,741,74.4,"$2,745 ",-18.5,0.2,-93.9,361.3,Kevin J. Roycraft,U.S.,Houston,Texas,Public
948,Surgery Partners,SGRY,Health Care,Health Care: Medical Facilities,no,no,no,yes,30,no,no,no,12000,3776.7,"$2,743 ",8,-11.9,,6876.7,J. Eric  Evans,U.S.,Brentwood,Tennessee,Public
949,Columbia Banking System,COLB,Financials,Commercial Banks,yes,no,no,yes,0,no,no,no,5114,4050.2,"$2,743 ",103.6,348.7,3.6,52173.6,Clint E. Stein,U.S.,Tacoma,Washington,Public
950,Verisk,VRSK,Business Services,Financial Data Services,yes,no,no,yes,-63,no,no,no,7500,33801.3,"$2,728 ",-10.1,614.6,-35.6,4366.1,Lee M. Shavel,U.S.,Jersey City,New Jersey,Public
951,MasterBrand,MBC,Materials,"Building Materials, Glass",yes,no,no,no,0,no,no,no,12307,2380,"$2,726 ",,182,,2381.7,R. David Banyard Jr.,U.S.,Beachwood,Ohio,Public
952,Hawaiian Holdings,HA,Transportation,Airlines,no,no,no,yes,2,no,no,no,7362,690.8,"$2,716 ",2.8,-260.5,,3733.5,Peter R. Ingram,U.S.,Honolulu,Hawaii,Public
953,AMC Networks,AMCX,Media,Entertainment,yes,no,yes,no,-74,no,no,no,1900,528.4,"$2,712 ",-12.4,215.5,2737.3,4969.8,Kristin A. Dolan,U.S.,New York,New York,Public
954,SBA Communications,SBAC,Financials,Real estate,yes,no,no,no,1,no,no,no,1787,23427.2,"$2,712 ",3,501.8,8.8,10178.4,Brendan T. Cavanagh,U.S.,Boca Raton,Florida,Public
955,Americold Realty Trust,COLD,Financials,Real estate,no,no,no,no,-51,no,no,no,14632,7071.9,"$2,703 ",-7.3,-336.2,,7869.3,George F. Chappelle Jr.,U.S.,Atlanta,Georgia,Public
956,NewMarket,NEU,Chemicals,Chemicals,yes,no,no,no,-24,no,no,no,2000,6085.6,"$2,698 ",-2.4,388.9,39.1,2308.9,Thomas E. Gottwald,U.S.,Richmond,Virginia,Public
957,Park Hotels & Resorts,PK,Financials,Real estate,yes,no,no,no,30,no,no,no,90,3682.3,"$2,698,000 ",7.9,97,-40.1,9419,Thomas J. Baltimore Jr.,U.S.,Tysons,Virginia,Public
958,Alexandria Real Estate Equities,ARE,Financials,Real estate,yes,no,no,no,0,no,no,no,568,22555.2,"$2,690 ",19.2,103.6,-80.1,36771.4,Peter M. Moglia,U.S.,Pasadena,California,Public
959,Griffon,GFF,Materials,"Building Materials, Glass",yes,no,no,no,-67,no,no,no,5700,3763,"$2,685 ",-10.8,77.6,,2418.9,Ronald J. Kramer,U.S.,New York,New York,Public
960,Air Lease,AL,Business Services,Equipment Leasing,yes,no,no,yes,0,no,no,no,163,5728.7,"$2,685,000 ",15.9,614.6,,30452.3,John L. Plueger,U.S.,Los Angeles,California,Public
961,UL Solutions,ULS,Business Services,Diversified Outsourcing Services,yes,no,yes,yes,0,no,no,no,15063,,"$2,678,000 ",6.3,260,-11.3,2736,Jennifer F. Scanlon,U.S.,Northbrook,Illinois,Public
962,Teradyne,TER,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,-90,no,no,no,6500,17260,"$2,676 ",-15.2,448.8,-37.3,3486.8,Gregory S. Smith,U.S.,North Reading,Massachusetts,Public
963,OGE Energy,OGE,Energy,Utilities: Gas and Electric,yes,no,no,yes,-130,no,no,no,2329,6871.3,"$2,674 ",-20.8,416.8,-37.4,12790.7,Sean  Trauschke,U.S.,Oklahoma City,Oklahoma,Public
964,Bio-Rad Laboratories,BIO,Technology,"Scientific,Photographic and  Control Equipment",no,no,no,no,-46,no,no,no,8030,9794,"$2,671 ",-4.7,-637.3,,12299.1,Norman D. Schwartz,U.S.,Hercules,California,Public
965,Spire,SR,Energy,Utilities: Gas and Electric,yes,no,no,yes,0,no,no,no,3589,3374.3,"$2,666 ",21.3,217.5,-1.5,10313.6,Steven L. Lindsey,U.S.,St. Louis,Missouri,Public
966,Gannett,GCI,Media,"Publishing, Printing",no,no,no,no,-65,no,no,no,12800,363.1,"$2,664 ",-9.6,-27.8,,2181.2,Michael E. Reed,U.S.,McLean,Virginia,Public
967,Stericycle,SRCL,Business Services,Waste Management,no,no,yes,no,-23,no,no,no,13948,4882.9,"$2,659 ",-1.7,-21.4,-138.2,5352.6,Cindy J. Miller,U.S.,Bannockburn,Illinois,Public
968,Cullen/Frost Bankers,CFR,Financials,Commercial Banks,yes,no,no,yes,0,no,no,no,5495,7228.9,"$2,646 ",40.7,598,3.3,50845,Phillip D. Green,U.S.,San Antonio,Texas,Public
969,Extra Space Storage,EXR,Financials,Real estate,yes,no,no,yes,0,no,no,no,7618,31101.5,"$2,645 ",32.7,803.2,-6.7,27456.3,Joseph D. Margolis,U.S.,Salt Lake City,Utah,Public
970,REV Group,REVG,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,0,no,no,no,6724,1144.3,"$2,638,000 ",13.1,45.3,198,1410.4,Mark A. Skonieczny,U.S.,Brookfield,Wisconsin,Public
971,ProFrac Holding,ACDC,Energy,"Oil and Gas Equipment, Services",no,yes,no,no,26,no,no,no,2949,1334.2,"$2,630,000 ",8.4,-97.7,-206.8,3070.7,Ladd  Wilks,U.S.,Willow Park,Texas,Public
972,Nordson,NDSN,Industrials,Industrial Machinery,yes,no,no,yes,-3,no,no,no,7900,15701.6,"$2,629 ",1.5,487.5,-5,5251.8,Sundaram Nagarajan,U.S.,Westlake,Ohio,Public
973,Summit Materials,SUM,Materials,"Building Materials, Glass",yes,no,yes,yes,25,no,no,no,5300,7767.1,"$2,620 ",8.6,285.9,5,5149.6,Anne P. Noonan,U.S.,Denver,Colorado,Public
974,Valvoline,VVV,Chemicals,Chemicals,yes,no,yes,yes,-221,no,no,no,10250,5778.5,"$2,618 ",-33.4,1419.7,234.6,2889.9,Lori A. Flees,U.S.,Lexington,Kentucky,Public
975,Kontoor Brands,KTB,Apparel,Apparel,yes,no,no,no,-19,no,no,no,13700,3359.5,"$2,608 ",-0.9,231,-5.9,1645.4,Scott H. Baxter,U.S.,Greensboro,North Carolina,Public
976,Skyline Champion,SKY,Engineering & Construction,Homebuilders,yes,no,no,no,0,no,no,no,7700,4909.6,"$2,607 ",18.1,401.8,62,1562.7,Mark J. Yost,U.S.,Troy,Michigan,Public
977,Teladoc Health,TDOC,Health Care,Health Care: Pharmacy and Other Services,no,no,yes,no,22,no,no,no,5208,2522.3,"$2,602 ",8.1,-220.4,,4392.4,Charles Divita III,U.S.,Purchase,New York,Public
978,Louisiana-Pacific,LPX,Materials,"Building Materials, Glass",yes,no,no,no,-261,no,no,no,4100,6067.6,"$2,581,000 ",-40.1,178,-83.6,2437,W. Bradley Southern,U.S.,Nashville,Tennessee,Public
979,Universal,UVV,"Food, Beverages & Tobacco",Tobacco,yes,no,no,yes,0,no,no,no,19600,1270.9,"$2,570 ",22.2,124.1,43.3,2639.2,George C. Freeman III,U.S.,Richmond,Virginia,Public
980,Consol Energy,CEIX,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,0,no,no,no,2020,2480,"$2,569 ",22.2,655.9,40.5,2675,James A. Brock,U.S.,Canonsburg,Pennsylvania,Public
981,Encore Wire,,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-91,no,no,no,1629,4147.7,"$2,568 ",-14.9,372.4,-48.1,1967.9,Daniel L. Jones,U.S.,McKinney,Texas,Private
982,Playtika Holding,PLTK,Media,Entertainment,yes,yes,no,no,-22,no,no,no,3600,2613.1,"$2,567,000 ",-1.9,235,-14.6,3175,Robert Antokol,U.S.,Henderson,Nevada,Public
983,Alliance Resource Partners,ARLP,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,17,no,no,no,3595,2567.6,"$2,567 ",6.7,630.1,7.5,2788.4,Joseph W. Craft III,U.S.,Tulsa,Oklahoma,Public
984,Envista Holdings,NVST,Health Care,Medical Products and Equipment,no,no,no,yes,-14,no,no,no,12800,3674.3,"$2,567 ",-0.6,-100.2,-141.2,6605.1,Paul Keel,U.S.,Brea,California,Public
985,Shift4 Payments,FOUR,Business Services,Financial Data Services,yes,yes,no,yes,0,no,no,no,3030,5694.7,"$2,565 ",28.7,86.2,14.8,3387.8,Jared Isaacman,U.S.,Center Valley,Pennsylvania,Public
986,Talen Energy,TLNE,Energy,Energy,no,no,no,no,0,no,no,no,2000,5569.4,"$2,554,000 ",-17.3,,,7121,Mark  McFarland,U.S.,Houston,Texas,Public
987,Carpenter Technology,CRS,Materials,Metals,yes,no,no,yes,0,no,no,no,4500,3529,"$2,550 ",38.9,56.4,,3053.9,Tony R. Thene,U.S.,Philadelphia,Pennsylvania,Public
988,WEX,WEX,Business Services,Financial Data Services,yes,no,yes,yes,0,no,no,no,7200,9913.3,"$2,548,000 ",8.4,266.6,32.3,13882.1,Melissa D. Smith,U.S.,Portland,Maine,Public
989,Old National Bancorp,ONB,Financials,Commercial Banks,yes,no,no,no,0,no,no,no,3940,5096,"$2,540 ",37,582,35.9,49089.8,James C. Ryan III,U.S.,Evansville,Indiana,Public
990,AGNC Investment,AGNC,Financials,Real estate,yes,no,no,yes,0,no,no,no,53,6887.3,"$2,538,000 ",,155,,71596,Peter J. Federico,U.S.,Bethesda,Maryland,Public
991,Wabash National,WNC,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,-5,no,no,no,6667,1349.9,"$2,536,000 ",1.4,231.3,106,1362.8,Brent L. Yeagy,U.S.,Lafayette,Indiana,Public
992,MSCI,MSCI,Business Services,Financial Data Services,yes,no,no,yes,0,no,no,no,5794,44400.8,"$2,528,000 ",12.5,1148.6,31.9,5518.2,Henry A. Fernandez,U.S.,New York,New York,Public
993,Stagwell,STGW,Business Services,"Advertising, marketing",yes,yes,no,no,-46,no,no,no,10250,1670.4,"$2,527,000 ",-6,0.1,-99.5,3767,Mark Penn,U.S.,New York,New York,Public
994,Mativ Holdings,MATV,Chemicals,Chemicals,no,no,yes,no,0,no,no,no,5400,1018.1,"$2,516,000 ",16.1,-309.5,,2642.4,Julie A. Schertell,U.S.,Alpharetta,Georgia,Public
995,Belden,BDC,Industrials,"Electronics, Electrical Equip.",yes,no,no,no,-36,no,no,no,8000,3804.9,"$2,512,000 ",-4.1,242.8,-4.7,3240.2,Ashish Chand,U.S.,St. Louis,Missouri,Public
996,Allegiant Travel,ALGT,Transportation,Airlines,yes,no,no,yes,0,no,no,no,6686,1375.3,"$2,509,000 ",9,117.6,4617,4869.4,Maurice J. Gallagher Jr.,U.S.,Las Vegas,Nevada,Public
997,Dropbox,DBX,Technology,Computer Software,yes,yes,no,no,0,no,no,no,2693,8358.8,"$2,501,000 ",7.6,453.6,-18,2983.5,Andrew W. Houston,U.S.,San Francisco,California,Public
998,Exact Sciences,EXAS,Health Care,Pharmaceuticals,no,no,no,yes,0,no,no,no,6550,12536.5,"$2,499,000 ",19.9,-204.1,,6471.3,Kevin T. Conroy,U.S.,Madison,Wisconsin,Public
